Name,Mass (MJ),Radius (RJ),Period (days),Semi-major axis (AU),Temp. (K)[1],Discovery method,Disc. Year,Distance (ly),Host star mass (M☉),Host star temp. (K),Remarks
Kepler-19d,0.0708,,62.95,,,radial vel.,2017,6910,0.94,5541,
Kepler-80g,,0.101,14.64558,,418,transit,2017,1160,0.73,4540,
Kepler-90i,,0.118,14.44912,,709,transit,2017,2540,1.2,6080,
Kepler-150f,,0.325,637.2093,1.24,,transit,2017,,,5560,
Kepler-1649b,,0.0964,8.689090,0.0514,,transit,2017,,0.22,3240,
Kepler-1650b,,0.0856,1.53818001,,,transit,2017,393,0.33,3410,
Kepler-1651b,,0.164,9.87863917,,,transit,2017,226,0.52,3713,
Kepler-1652b,,0.143,38.09722,0.1654,268,transit,2017,822,0.40,3638,
Kepler-1653b,,0.194,140.2524,0.4706,284,transit,2017,2460,0.72,4807,
LHS 1140 b,0.0209,0.128,24.73712,0.0875,230,transit,2017,40.7,0.15,3131,Potentially habitable exoplanet
MASCARA-1b,3.7,1.5,2.148780,0.043,2570,transit,2017,615.5,1.72,7554,
MOA-2012-BLG-006Lb,8.40,,,10.2,,microlensing,2017,17000,0.49,,
MOA-2012-BLG-505Lb,0.02108,,,0.900,,microlensing,2017,23500,0.10,,
MOA-2016-BLG-227Lb,2.8,,,1.67,,microlensing,2017,21000,0.29,,
MXB 1658-298 b,23.7,,760,1.613,,timing,2017,,1.98,,
NGTS-1b,0.812,1.33,2.647298,0.0326,790,transit,2017,731,0.617,3916,Largest exoplanet in relation to its star
OGLE-2013-BLG-0132Lb,0.29,,,3.6,,microlensing,2017,13000,0.54,,
OGLE-2013-BLG-1721Lb,0.64,,,2.6,,microlensing,2017,21000,0.46,,
OGLE-2016-BLG-0263Lb,4.10,,,5.4,,microlensing,2017,21000,0.13,,
OGLE-2016-BLG-0613(AB)b,4.18,,,6.40,,microlensing,2017,11100,0.72,,
OGLE-2016-BLG-1190Lb,13.38,,1224,2.17,,microlensing,2017,22100,0.88,,Extremely massive; possible brown dwarf[11]
OGLE-2016-BLG-1195Lb,0.00450,,,1.16,,microlensing,2017,13000,0.08,,
PSR J2322-2650 b,0.7949,,0.322963997,0.0102,,timing,2017,750,1.4,,
Qatar-3b,4.31,1.096,2.5079204,0.03783,1681,transit,2017,,1.15,6007,
Qatar-4b,6.10,1.135,1.8053564,0.02803,1385,transit,2017,,0.90,5215,
Qatar-5b,4.32,1.107,2.8792319,0.04127,1415,transit,2017,,1.13,5747,
Ross 128 b,0.00440,,9.8658,0.0496,301,radial vel.,2017,11.03,0.17,3192,
SAND978 b,2.18,,511.21,,,radial vel.,2017,2051.3,1.37,4200,
TAP 26 b,1.66,,10.79,0.0968,,radial vel.,2017,480,1.04,4620,
Tau Ceti e,0.0124,,162.87,0.538,,radial vel.,2017,12,0.78,,
Tau Ceti f,0.0124,,636.13,1.334,,radial vel.,2017,12,0.78,,
Tau Ceti g,0.00551,,20.00,0.133,,radial vel.,2017,12,0.78,,
Tau Ceti h,0.00576,,49.41,0.243,,radial vel.,2017,12,0.78,,
TRAPPIST-1e,0.00195,0.082,6.099615,0.02817,251,transit,2017,39,0.08,2559,Potentially habitable exoplanet
TRAPPIST-1f,0.00214,0.093,9.20669,0.0371,219,transit,2017,39,0.08,2559,Potentially habitable exoplanet
TRAPPIST-1g,0.00422,0.101,12.35294,0.0451,199,transit,2017,39,0.08,2559,Potentially habitable exoplanet
TRAPPIST-1h,,0.067,20,0.063,168,transit,2017,39,0.08,2559,
TYC 4282-605-1 b,10.78,,101.54,0.422,,radial vel.,2017,2300,0.97,4300,
WASP-53b,2.132,1.074,3.3098443,0.04101,,transit,2017,,0.84,4953,
WASP-53c,16.35,,2840,3.73,,transit,2017,,0.84,4953,
WASP-81b,0.729,1.429,2.7164762,0.03908,,transit,2017,,1.08,5870,
WASP-91b,1.34,1.03,2.798581,0.037,1160,transit,2017,490,0.84,4920,
WASP-105b,1.8,0.96,7.87288,0.075,900,transit,2017,,0.89,5070,
WASP-107b,0.12,0.94,5.721490,0.055,770,transit,2017,,0.69,4430,
WASP-151b,0.31,1.13,4.533471,0.055,1290,transit,2017,1570,1.01,5871,
WASP-153b,0.39,1.55,3.332609,0.048,1700,transit,2017,1400,1.34,5914,
WASP-156b,0.128,0.51,3.836169,0.0453,970,transit,2017,460,0.84,4910,
WASP-167b,,1.58,2.0219596,0.0365,2329,transit,2017,1240,1.59,7000,
YZ Ceti b,0.0024,,1.96876,0.01557,,radial vel.,2017,12,0.13,3056,
YZ Ceti c,0.00308,,3.06008,0.02090,,radial vel.,2017,12,0.13,3056,
YZ Ceti d,0.00359,,4.65627,0.02764,,radial vel.,2017,12,0.13,3056,
24 Boötis b,+0.13−0.10,,+0.0078−0.0077,+0.012−0.009,,radial vel.,2018,±2.1,+0.19−0.13,±15,
40 Eridani Ab,±0.0015,,±0.010,+0.0073−0.0078,,radial vel.,2018,±0.042,±0.08,±53,
BD+48 740 b,±0.7,,+5−8,±0.1,,radial vel.,2018,±72,±0.16,±8,
COROT-20c,±1,,+19−17,±0.07,,radial vel.,2018,±80,±0.08,±200,
Gamma Librae b,±0.14,,+1.8−1.9,±0.10,,radial vel.,2018,±2.9,±0.20,±15,
Gamma Librae c,+0.45−0.43,,±3.1,±0.10,,radial vel.,2018,±2.9,±0.20,±15,
Gliese 96 b,86+0.00761−0.00724,,+0.33−0.38,±0.005,,radial vel.,2018,±0.0302,±0.07,±62,
Gliese 317 c,+1.26−0.57,,+758−1248,,,radial vel.,2018,±0.72,±0.05,±50,
Gliese 1132 c,31±0.00138,,±0.010,±0.0017,±5,radial vel.,2018,±0.023,±0.019,±140,
HAT-P-11c,+0.09−0.08,,+360−190,+0.29−0.16,,radial vel.,2018,±0.11,+0.020−0.030,±50,
HATS-7b,0.120,0.563,3.1853150,0.04012,1084,transit,2018,838,0.85,4985,
HATS-39b,±0.13,±0.12,6348,07±0.00058,±43,transit,2018,±240,±0.040,±83,
HATS-40b,±0.24,+0.16−0.12,2736,97±0.00074,±69,transit,2018,±110,±0.069,±130,
HATS-41b,±1.6,+0.29−0.20,649,+0.0015−0.0010,+170−120,transit,2018,±47,+0.115−0.078,±91,
HATS-42b,±0.15,+0.25−0.14,1020,89±0.00065,+105−75,transit,2018,±35,±0.067,±120,
HATS-43b,±0.054,±0.050,8497,44±0.00046,±27,transit,2018,194.1±7.4,±0.023,±61,
HATS-44b,±0.11,+0.125−0.071,9004,49±0.00030,±34,transit,2018,±11,±0.021,±100,
HATS-45b,±0.15,±0.093,6244,11±0.00069,±45,transit,2018,±38,±0.048,±110,
HATS-46b,±0.062,+0.058−0.045,3729,67±0.00053,±29,transit,2018,±13,±0.027,±69,
HD 33142 c,+1.04−0.80,,+29−24,,,radial vel.,2018,±0.18,±0.31,±15,
HD 47366 b,1.75,,363.3,1.214,,radial vel.,2018,260,1.81,4866,
HD 47366 c,1.86,,684.7,1.853,,radial vel.,2018,260,1.81,4866,
HD 55696 b,±0.72,,±10,±0.18,,radial vel.,2018,±1,±0.20,,
HD 75784 c,±1.2,,±261,±0.58,,radial vel.,2018,±20,±0.25,,
HD 89345 b,0.110,0.660,11.81430,0.1066,1089,transit,2018,433.1,1.16,5576,
HD 95089 c,+0.33−0.59,,+370−570,,,radial vel.,2018,±0.59,±0.11,±44,
HD 98736 b,±0.78,,±2.2,±0.091,,radial vel.,2018,±0.2,±0.13,,
HD 99706 c,+1.43−0.96,,+151−198,,,radial vel.,2018,±0.34,±0.35,±35,
HD 102329 c,+0.30−0.25,,+79−53,,,radial vel.,2018,±0.96,±1.28,±71,
HD 114783 c,+0.056−0.053,,+151−130,,,radial vel.,2018,±1.3,±0.03,±44,
HD 116029 c,±0.15,,+30−29,,,radial vel.,2018,±0.18,±0.24,±54,
HD 148164 b,±0.25,,±0.41,±0.0660,,radial vel.,2018,±1.0,±0.24,,
HD 148164 c,±0.82,,±114,±0.50,,radial vel.,2018,±1.0,±0.24,,
HD 148284 b,±5.5,,±0.018,±0.0790,,radial vel.,2018,±2,±0.26,,
HD 156279 c,+0.50−0.55,,+270−310,,,radial vel.,2018,±0.011,±0.08,±40,
HD 158996 b,±2.3,,±14.0,±0.2,,radial vel.,2018,±15,±0.3,±30,
HD 203473 b,±1.1,,552.9±3.4,±0.17,,radial vel.,2018,±1.0,±0.21,,
HD 211810 b,±0.440,,±22,±0.043,,radial vel.,2018,±0.4,±0.02,,
HD 215152 b,+0.0016−0.0020,,+0.0016−0.0018,64+0.00074−0.00076,,radial vel.,2018,±0.16,±0.015,±76,
HD 215152 c,+0.0019−0.0023,,+0.0045−0.0083,39+0.00086−0.00089,,radial vel.,2018,±0.16,±0.015,±76,
HD 215152 d,+0.0025−0.0029,,+0.0056−0.0061,+0.0011−0.0012,,radial vel.,2018,±0.16,±0.015,±76,
HD 215152 e,+0.0033−0.0047,,+0.048−0.051,±0.0020,,radial vel.,2018,±0.16,±0.015,±76,
HD 217850 b,±2.6,,501.3±2.1,±0.24,,radial vel.,2018,±3,±0.16,,
HD 238914 b,6.0,,4100,5.7,,radial vel.,2018,>982,1.47,4769,
IC 4651 9122 b,±0.5,,±8.1,±0.039,,radial vel.,2018,±110,,,
K2-80d,,+0.025−0.012,+0.0051−0.0046,+0.0051−0.0055,,transit,2018,±5.7,±0.08,±249,
K2-141b,±0.0013,±0.004,3226,16+0.00055−0.00065,+87−48,transit,2018,±0.54,±0.028,±79,
K2-141c,<0.023,+0.410−0.250,50,39+0.00089−0.00091,,transit,2018,±0.54,±0.028,±79,
K2-145b,±0.062,±0.043,2379,45±0.00043,±30,transit,2018,±73,±0.029,±76,
K2-146b,,±0.021,646,±0.0010,,transit,2018,±1.5,±0.042,±70,
K2-147b,,+0.015−0.013,917,±0.0005,,transit,2018,±0.90,±0.059,±70,
K2-148b,,+0.017−0.016,95±0.00080,±0.0014,,transit,2018,±2.0,±0.061,±70,
K2-148c,,+0.021−0.019,60±0.00070,±0.0019,,transit,2018,±2.0,±0.061,±70,
K2-148d,,+0.021−0.019,±0.0010,±0.0024,,transit,2018,±2.0,±0.061,±70,
K2-149b,,+0.018−0.016,±0.0013,±0.0027,,transit,2018,±1.8,±0.059,±70,
K2-150b,,+0.024−0.019,57±0.00084,±0.0027,,transit,2018,±2.6,±0.051,±70,
K2-151b,,+0.014−0.012,592,±0.0014,,transit,2018,±0.49,±0.050,±70,
K2-152b,,+0.022−0.021,±0.0035,±0.0012,±3,transit,2018,±1.3,±0.01,+34−35,
K2-153b,,+0.019−0.016,54,±0.0004,±6,transit,2018,±3.0,±0.01,±37,
K2-154b,,+0.019−0.010,35,±0.0003,+9−8,transit,2018,±1.5,+0.02−0.01,+40−45,
K2-154c,,+0.016−0.012,78,±0.0005,±7,transit,2018,±1.5,+0.02−0.01,+40−45,
K2-155b,+0.002−0.001,+0.018−0.015,65,+0.0013−0.0014,+38−31,transit,2018,±0.93,+0.06−0.03,±150,
K2-155c,+0.005−0.002,+0.024−0.020,02,+0.0031−0.0030,+52−35,transit,2018,±0.93,+0.06−0.03,±150,
K2-155d,+0.005−0.002,+0.016−0.015,±0.0031,+0.0064−0.0059,+47−25,transit,2018,±0.93,+0.06−0.03,±150,
K2-156b,,+0.009−0.006,149,±0.0001,+18−19,transit,2018,±3.5,+0.02−0.01,±50,
K2-157b,,0.094,0.365257,,,transit,2018,,0.94,5456,
K2-158b,,+0.014−0.009,+0.0013−0.0015,±0.0008,±11,transit,2018,±6.7,+0.03−0.02,+51−48,
K2-158c,,+0.012−0.009,+0.0019−0.0023,±0.0006,±13,transit,2018,±6.7,+0.03−0.02,+51−48,
K2-159b,,+0.015−0.010,±0.0018,+0.0008−0.0009,±8,transit,2018,±4.6,+0.02−0.03,±44,
K2-160b,,+0.019−0.013,871,60+0.00037−0.00041,,transit,2018,±15,+0.023−0.025,±50,
K2-161b,,+0.146−0.070,188,+0.0018−0.0023,,transit,2018,±160,+0.082−0.060,±50,
K2-162b,,+0.010−0.006,+0.0010−0.0011,±0.0006,±8,transit,2018,±2.0,±0.02,+49−45,
K2-163b,,+0.023−0.011,117,09+0.00050−0.00060,,transit,2018,±14,+0.019−0.023,±50,
K2-164b,,+0.046−0.037,+0.0041−0.0038,+0.0036−0.0025,,transit,2018,±25,+0.093−0.061,±50,
K2-165b,,+0.0129−0.0087,99,62±0.00040,,transit,2018,±3.9,+0.031−0.030,±50,
K2-165c,,+0.0187−0.0098,75,35±0.00061,,transit,2018,±3.9,+0.031−0.030,±50,
K2-165d,,+0.023−0.013,±0.0011,±0.0013,,transit,2018,±3.9,+0.031−0.030,±50,
K2-166b,,+0.018−0.017,±0.0020,83+0.00123−0.00076,,transit,2018,±32,+0.05−0.03,+52−53,
K2-167b,,+0.046−0.040,±0.0010,+0.0036−0.0029,,transit,2018,±1.5,+0.12−0.09,±50,
K2-168b,,+0.018−0.012,±0.0014,+0.0013−0.0014,,transit,2018,±14,+0.029−0.032,±50,
K2-169b,,+0.0096−0.0069,80,64+0.00063−0.00061,,transit,2018,±15,+0.028−0.026,±50,
K2-170b,,+0.018−0.012,+0.0018−0.0017,57+0.00083−0.00086,,transit,2018,±21,±0.032,±50,
K2-170c,,+0.022−0.014,+0.0017−0.0019,+0.0011−0.0012,,transit,2018,±21,±0.032,±50,
K2-171b,,+0.036−0.030,+0.0017−0.0015,60+0.00132−0.00062,,transit,2018,±61,+0.060−0.027,±50,
K2-172b,,+0.014−0.0085,±0.0014,+0.0010−0.0011,,transit,2018,±9.6,+0.026−0.027,±50,
K2-172c,,+0.017−0.012,±0.0016,+0.0017−0.0018,,transit,2018,±9.6,+0.026−0.027,±50,
K2-173b,,+0.0143−0.0094,70,05+0.00078−0.00085},,transit,2018,±6.4,+0.034−0.036,±70,
K2-174b,,+0.0157−0.0087,74,±0.0013,,transit,2018,±1.2,+0.022−0.021,±50,
K2-175b,,+0.032−0.024,+0.0012−0.0013,+0.0016−0.0011,,transit,2018,±9.1,+0.057−0.039,±50,
K2-176b,,+0.0110−0.0083,44,46+0.00042−0.00052,,transit,2018,±12,+0.020−0.025,±50,
K2-177b,,+0.025−0.014,+0.0032−0.0030,+0.0011−0.0013,,transit,2018,±42,+0.032−0.038,±50,
K2-178b,,+0.018−0.012,82,71+0.00066−0.00081,,transit,2018,±6.0,+0.023−0.027,±50,
K2-179b,,+0.015−0.011,19,88+0.00048−0.00060,,transit,2018,±6.9,+0.022−0.027,±50,
K2-180b,,+0.0184−0.0098,93,50+0.00070−0.00075,,transit,2018,±5.7,+0.020−0.022,±50,
K2-181b,,+0.028−0.016,25,91+0.00055−0.00067,,transit,2018,±17,+0.024−0.029,±50,
K2-182b,,+0.0152−0.0089,884,23+0.00048−0.00064,,transit,2018,±4.1,+0.024−0.031,±50,
K2-183b,,+2.28−0.12,269,586+0.00010−0.000087,,transit,2018,±14,+0.021−0.025,±50,
K2-183c,,+0.024−0.012,47,71+0.00070−0.00083,,transit,2018,±14,+0.021−0.025,±50,
K2-183d,,+0.025−0.013,+0.0018−0.0019,+0.0014−0.0012,,transit,2018,±14,+0.021−0.025,±50,
K2-184b,,+0.0134−0.0080,44,+0.0014−0.0015,,transit,2018,±1.1,+0.028−0.030,±50,
K2-185b,,+0.020−0.010,+0.0016−0.0018,78+0.00088−0.00093,,transit,2018,±11,+0.027−0.028,±50,
K2-186b,,+0.024−0.015,+0.0033−0.0043,+0.0018−0.0021,,transit,2018,±18,+0.023−0.027,±50,
K2-187b,,0.123,0.773981,,,transit,2018,,0.97,5477,
K2-187c,,+0.022−0.010,79,10+0.00034−0.00033,,transit,2018,±19,+0.025−0.024,±50,
K2-187d,,+0.045−0.022,08,82+0.00062−0.00061,,transit,2018,±19,+0.025−0.024,±50,
K2-187e,,+0.019−0.012,+0.0017−0.0016,31+0.00096−0.00094,,transit,2018,±19,+0.025−0.024,±50,
K2-188b,,+0.015−0.010,98,32+0.000276−0.000225,,transit,2018,±28,+0.031−0.025,±50,
K2-188c,,+0.028−0.016,60,67+0.00075−0.00061,,transit,2018,±28,+0.031−0.025,±50,
K2-189b,,+0.0136−0.0085,30,11+0.00049−0.00057,,transit,2018,±6.3,+0.024−0.027,±50,
K2-189c,,+0.028−0.012,34,69+0.00058−0.00068,,transit,2018,±6.3,+0.024−0.027,±50,
K2-190b,,+0.0157−0.0091,86,+0.0011−0.0012,,transit,2018,±3.7,+0.033−0.036,±50,
K2-190c,,+0.0135−0.0082,+0.0057−0.0043,+0.0018−0.0020,,transit,2018,±3.7,+0.033−0.036,±50,
K2-191b,,+0.024−0.012,65,07+0.00036−0.00040,,transit,2018,±7.8,+0.026−0.028,±50,
K2-192b,,+0.0135−0.0099,22,40+0.00045−0.00058,,transit,2018,±5.9,+0.024−0.031,±50,
K2-193b,,+0.031−0.018,21,±0.0011,,transit,2018,±12,+0.029−0.027,±50,
K2-194b,,+0.055−0.045,+0.0057−0.0056,+0.0032−0.0025,,transit,2018,±61,+0.046−0.035,±52,
K2-195b,,+0.018−0.012,54,+0.0012−0.0014,,transit,2018,±14,+0.028−0.031,±50,
K2-195c,,+0.024−0.013,+0.0064−0.0073,+0.0018−0.0020,,transit,2018,±14,+0.028−0.031,±50,
K2-196b,,+0.054−0.045,+0.0085−0.0087,+0.0058−0.0036,,transit,2018,±73,+0.075−0.045,±50,
K2-197b,,+0.017−0.010,95,92+0.00068−0.00080,,transit,2018,±7.8,+0.025−0.029,±50,
K2-198b,,+0.023−0.015,18,±0.0014,,transit,2018,±2.8,±0.029,±50,
K2-199b,,+0.0167−0.0079,423,04+0.00043−0.00042,,transit,2018,±2.0,+0.024−0.023,±50,
K2-199c,,+0.015−0.010,50,01+0.00075−0.00074,,transit,2018,±2.0,+0.024−0.023,±50,
K2-200b,,+0.0128−0.0094,88,41+0.00033−0.00040,,transit,2018,±6.1,+0.023−0.027,±50,
K2-201b,,+0.0120−0.0069,790,04+0.00014−0.00015,,transit,2018,±5.4,+0.020−0.021,±50,
K2-201c,,+0.036−0.016,+0.0020−0.0019,+0.0011−0.0012,,transit,2018,±5.4,+0.020−0.021,±50,
K2-202b,,+0.016−0.011,16,87+0.00044−0.00042,,transit,2018,±8.7,+0.030−0.028,±58,
K2-203b,,+0.025−0.011,±0.0013,38+0.00112−0.00098,,transit,2018,±5.1,+0.033−0.028,±50,
K2-204b,,+0.039−0.033,78,22+0.00074−0.00066,,transit,2018,±58,+0.031−0.027,±50,
K2-205b,,+0.024−0.021,+0.0042−0.0037,+0.0023−0.0022,,transit,2018,±30,+0.038−0.036,±50,
K2-206b,,+0.020−0.014,+0.0017−0.0016,+0.0016−0.0015,,transit,2018,±10,+0.030−0.028,±50,
K2-207b,,+0.033−0.019,±0.0012,±0.0010,,transit,2018,±18,±0.028,±50,
K2-208b,,+0.015−0.011,95,57+0.00053−0.00054,,transit,2018,±10,±0.030,±50,
K2-209b,,+0.0094−0.0056,62,91+0.00033−0.00032,,transit,2018,±0.99,+0.026−0.024,±50,
K2-210b,,+0.0090−0.0062,233,05+0.00011−0.00014,,transit,2018,±6.0,+0.023−0.029,±50,
K2-211b,,+0.0154−0.0091,558,36+0.00011−0.00015,,transit,2018,±14,+0.019−0.027,±50,
K2-212b,,+0.0127−0.0082,40,48+0.00082−0.00075,,transit,2018,±3.0,+0.020−0.018,±50,
K2-213b,,+0.027−0.019,±0.0018,93+0.00138−0.00099,,transit,2018,±23,+0.055−0.038,±50,
K2-214b,,+0.034−0.023,53,73+0.00083−0.00076,,transit,2018,±14,+0.031−0.028,±50,
K2-215b,,+0.023−0.014,65,03+0.00070−0.00073,,transit,2018,±21,+0.026−0.027,±50,
K2-216b,,+0.0090−0.0068,789,16+0.00031−0.00032,,transit,2018,±2.3,±0.023,±50,
K2-217b,,+0.062−0.043,52,+0.0016−0.0013,,transit,2018,±25,+0.046−0.037,±50,
K2-218b,,+0.025−0.014,89,95+0.00082−0.00075,,transit,2018,±32,+0.031−0.028,±50,
K2-219b,,+0.018−0.016,29,85+0.00054−0.00048,,transit,2018,±16,+0.034−0.030,±50,
K2-219c,,+0.019−0.017,+0.0013−0.0016,82+0.00077−0.00070,,transit,2018,±16,+0.034−0.030,±50,
K2-219d,,+0.032−0.029,28,30+0.00108−0.00097,,transit,2018,±16,+0.034−0.030,±50,
K2-220b,,+0.023−0.013,51,43+0.00099−0.00112,,transit,2018,±8.9,+0.026−0.029,±50,
K2-221b,,+0.0149−0.0085,09,20+0.00028−0.00029,,transit,2018,±22,+0.024−0.025,±50,
K2-222b,,+0.030−0.020,83,+0.0016−0.0015,,transit,2018,±2.0,+0.040−0.036,±50,
K2-223b,,+0.0088−0.0066,570,664+0.000080−0.000081,,transit,2018,±8.3,±0.02,+38−40,
K2-223c,,+0.010−0.006,17,91±0.00035,,transit,2018,±8.3,±0.02,+38−40,
K2-224b,,+0.014−0.012,59,22+0.00034−0.00035,±11,transit,2018,±9.6,±0.02,+42−45,
K2-224c,,+0.014−0.011,+0.0012−0.0011,58+0.00065−0.00066,±9,transit,2018,±9.6,±0.02,+42−45,
K2-225b,,+0.023−0.018,+0.0017−0.0021,85+0.00140−0.00072,±13,transit,2018,±19,+0.02−0.04,+49−47,
K2-226b,,+0.012−0.008,11,33+0.00047−0.00048,±16,transit,2018,±11,±0.03,+48−46,
K2-227b,,+0.109−0.016,+0.0032−0.0033,+0.0011−0.0012,,transit,2018,±6.7,+0.028−0.030,±50,
K2-228b,,+0.009−0.005,37,±0.0003,+14−13,transit,2018,±13,±0.02,+48−46,
K2-229b,±0.0014,+0.005−0.003,249,888±0.00013,+14−15,transit,2018,±3.5,±0.01,+25−31,
K2-229c,<0.067,+0.011−0.005,01,±0.0003,±6,transit,2018,±3.5,±0.01,+25−31,
K2-230b,,+0.016−0.014,64,+0.0003−0.0002,±22,transit,2018,±47,±0.02,+23−25,
K2-231b,,±0.02,±0.0014,±0.0011,,transit,2018,±14,±0.03,±50,
K2-232b,±0.037,+0.022−0.020,459,56+0.00081−0.00077,±14,transit,2018,±2.5,+0.028−0.026,±60,
K2-233b,,+0.0055−0.0054,46,17+0.00044−0.00045,+28−26,transit,2018,±0.91,±0.032,±100,
K2-233c,,+0.0074−0.0069,42,87,+20−19,transit,2018,±0.91,±0.032,±100,
K2-233d,,±0.010,±0.0021,+0.0020−0.0021,+14−13,transit,2018,±0.91,±0.032,±100,
K2-236b,+0.044−0.040,±0.009,13,±0.004,±17,transit,2018,±4.2,+0.03−0.04,±100,First exoplanet discovered by scientists based in India.
K2-237b,±0.11,+0.07−0.08,56,±0.002,+37−36,transit,2018,±23,+0.03−0.04,±100,
K2-238b,+0.13−0.12,+0.15−0.14,66,+0.007−0.006,+75−76,transit,2018,000+13000−50000,±0.08,±78,
K2-239b,±0.0013,±0.009,±0.001,±0.0008,+22−18,transit,2018,±0.27,±0.01,±18,
K2-239c,±0.0009,±0.009,±0.001,±0.0009,+24−19,transit,2018,±0.27,±0.01,±18,
K2-239d,±0.0013,±0.009,±0.001,±0.0012,+18−15,transit,2018,±0.27,±0.01,±18,
K2-240b,+0.002−0.001,+0.02−0.01,±0.001,±0.0009,+24−18,transit,2018,±1.7,±0.01,±17,
K2-240c,+0.002−0.001,+0.03−0.01,±0.001,±0.0020,+19−17,transit,2018,±1.7,±0.01,±17,
K2-241b,,+0.016−0.009,±0.0025,+0.0007−0.0008,±5,transit,2018,±3.5,±0.01,+43−39,
K2-242b,,+0.019−0.017,89,±0.0004,±8,transit,2018,±2.0,±0.01,+65−38,
K2-243b,,+0.012−0.011,+0.0027−0.0022,±0.0014,+36−35,transit,2018,±11,+0.04−0.06,+269−171,
K2-243c,,+0.013−0.012,+0.0049−0.0056,+0.0022−0.0024,+27−28,transit,2018,±11,+0.04−0.06,+269−171,
K2-244b,,+0.012−0.009,+0.0032−0.0033,+0.0010−0.0011,±7,transit,2018,±7.8,±0.02,+38−39,
K2-245b,,+0.017−0.012,07,±0.0006,±14,transit,2018,±28,+0.02−0.01,+66−52,
K2-246b,,+0.022−0.019,18,±0.0004,+19−18,transit,2018,±89,±0.02,+32−29,
K2-247b,,+0.017−0.014,21,±0.0004,+52−51,transit,2018,±6.7,±0.03,+305−183,
K2-247c,,+0.022−0.021,+0.0026−0.0025,±0.0008,+36−35,transit,2018,±6.7,±0.03,+305−183,
K2-248b,,+0.018−0.012,+0.0015−0.0014,±0.0010,+19−18,transit,2018,±16,+0.04−0.03,+97−86,
K2-249b,,+0.024−0.020,+0.0034−0.0028,+0.0030−0.0031,±66,transit,2018,±55,+0.09−0.12,+329−419,
K2-250b,,+0.017−0.013,57,±0.0005,+14−13,transit,2018,±21,+0.03−0.02,+46−44,
K2-251b,,+0.023−0.019,+0.0033−0.0032,±0.0005,±9,transit,2018,±3.4,±0.01,+85−50,
K2-252b,,+0.015−0.011,+0.0046−0.0045,+0.0008−0.0007,±7,transit,2018,±6.8,+0.02−0.01,+41−39,
K2-253b,,+0.062−0.054,67,+0.0010−0.0011,+57−53,transit,2018,±95,+0.05−0.08,+221−240,
K2-254b,,+0.025−0.021,39,±0.0005,±26,transit,2018,±4.2,+0.02−0.03,+168−123,
K2-254c,,+0.021−0.016,+0.0030−0.0032,±0.0010,±18,transit,2018,±4.2,+0.02−0.03,+168−123,
K2-255b,,+0.025−0.010,17,±0.0003,±17,transit,2018,±5.0,±0.03,+63−61,
K2-256b,,+0.022−0.019,+0.0024−0.0028,±0.0008,±28,transit,2018,±49,+0.03−0.04,+179−136,
K2-257b,,+0.005−0.004,88,±0.0002,±14,transit,2018,±0.84,±0.01,+80−46,
K2-258b,,+0.019−0.018,+0.0058−0.0063,+0.0025−0.0026,±30,transit,2018,±37,+0.05−0.08,+198−228,
K2-259b,,+0.018−0.015,+0.0033−0.0039,+0.0010−0.0011,±13,transit,2018,±27,±0.03,+62−76,
K2-260b,+0.31−0.32,+0.048−0.057,6657,+0.0013−0.0016,+78−77,transit,2018,±63,+0.05−0.06,±250,
K2-261b,±0.031,+0.026−0.022,44,+0.019−0.020,+110−100,transit,2018,±6.4,+0.01−0.02,±71,
K2-263b,±0.0098,±0.011,947±0.000094,±0.0029,±10,transit,2018,±4,±0.03,±44,
K2-264b,,+0.018−0.014,770+0.000061−0.000063,,+12−13,transit,2018,±7,±0.01,±70,
K2-264c,,+0.018−0.016,650+0.000303−0.000306,,+8−9,transit,2018,±7,±0.01,±70,
K2-265b,±0.0026,±0.010,172±0.000089,76±0.00021,,transit,2018,±3,±0.02,±27,
K2-266b,+0.0346−0.0205,+0.16−0.12,524±0.000017,06+0.00020−0.00021,±18,transit,2018,+1.95−1.92,±0.033,+49−57,
K2-266c,91+0.00053−0.00035,+0.0086−0.0076,+0.0019−0.0016,±0.0011,+8.0−7.7,transit,2018,+1.95−1.92,±0.033,+49−57,
K2-266d,+0.0091−0.0063,+0.012−0.011,00+0.00034−0.00035,+0.0016−0.0017,+6.5−6.3,transit,2018,+1.95−1.92,±0.033,+49−57,
K2-266e,+0.0085−0.0057,+0.012−0.010,±0.0012,+0.0019−0.0020,+5.9−5.7,transit,2018,+1.95−1.92,±0.033,+49−57,
K2-267b,+1.1−1.2,±0.044,235±0.000014,29+0.00074−0.00075,±16,transit,2018,+27−26,+0.041−0.040,+52−50,
K2-268b,,±0.012,894+0.000393−0.000363,±0.0002,±14,transit,2018,081.1±10.27,±0.02,±51,
K2-268c,,±0.021,841+0.001532−0.001617,±0.0006,±8,transit,2018,081.1±10.27,±0.02,±51,
K2-269b,,±0.011,965+0.000817−0.000619,±0.0006,±37,transit,2018,180.1±47.0,±0.04,±88,
K2-270b,,±0.010,069+0.000189−0.000185,±0.0002,±17,transit,2018,±7.60,±0.02,±58,
K2-270c,,±0.014,028+0.000169−0.000178,±0.0004,±12,transit,2018,±7.60,±0.02,±58,
